jobName	analysisMode	elapsedTime	maxMem	avgMem	technology	group
EOPC-DKFZ_ICGC_PCA108_tumor_01-control	paired	1.83	2.3	1.3	101bp	paired_101bp
LIHC-US_TCGA-G3-A25Y_tumor-control	paired	1.83	2.3	1.4	101bp	paired_101bp
BRCA-US_TCGA-A7-A0CE_tumor-control	paired	1.83	2.2	1.3	101bp	paired_101bp
ESAD-UK_OCCAMS-ST-023_tumor-control	paired	1.83	2.2	1.2	101bp	paired_101bp
HNSC-US_TCGA-BA-6872_tumor-control	paired	1.83	2.2	1.1	101bp	paired_101bp
MB-DKFZ_ICGC_MB112_tumor-control	paired	1.83	2.2	1.4	101bp	paired_101bp
MYELOMA-DKFZ_K08K-J3V5JV_tumor1-blood1	paired	1.82833333333333	2.7	1.8	151bp_X10	paired_151bp_X10
LUAD-US_TCGA-05-4395_tumor-control	paired	1.82833333333333	2.4	1.5	101bp	paired_101bp
PDAC-DKFZ_K20K-TNGS1L_patient-derived-culture5-blood1	paired	1.82833333333333	2.1	1.1	151bp_X10	paired_151bp_X10
GACA-CN_CGP_donor_GC00053_tumor-control	paired	1.82833333333333	2	1	101bp	paired_101bp
THCA-US_TCGA-FE-A3PD_tumor-control	paired	1.82833333333333	2	1.1	101bp	paired_101bp
MNG-DKFZ_A033-HAFKVP_tumor-blood	paired	1.82666666666667	2.7	1.6	151bp_X10	paired_151bp_X10
LIRI-JP_RK309_tumor-control	paired	1.82666666666667	2.4	1.4	101bp	paired_101bp
COAD-DKFZ_H032-D4PV_metastasis-control	paired	1.82666666666667	2.3	1.4	101bp	paired_101bp
EPN-DKFZ_XI061_4EP5_tumor-blood	paired	1.82666666666667	2.3	1.3	151bp_X10	paired_151bp_X10
BTCA-SG_BTCA_donor_B070_tumor-control	paired	1.82666666666667	2.2	1.2	101bp	paired_101bp
KIRC-US_TCGA-CJ-4878_tumor-control	paired	1.82666666666667	2.1	1.3	101bp	paired_101bp
MMML-DKFZ_4117030_tumor-control	paired	1.82666666666667	2	1.2	101bp	paired_101bp
PRAD-US_TCGA-G9-6370_tumor-control	paired	1.825	2.4	1.4	101bp	paired_101bp
PACA-CA_PCSI_0280_tumor-control	paired	1.825	2.3	1.4	101bp	paired_101bp
PDAC-DKFZ_K20K-UM471L_patient-derived-culture1-blood1	paired	1.825	2.3	1.3	151bp_X10	paired_151bp_X10
HNSC-US_TCGA-CR-7382_tumor-control	paired	1.825	2.2	1.4	101bp	paired_101bp
MB-DKFZ_ICGC_MB21_tumor-control	paired	1.825	2.2	1.2	101bp	paired_101bp
ESAD-UK_OCCAMS-AH-139_tumor-control	paired	1.825	2	1.2	101bp	paired_101bp
LINC-JP_HX30_tumor-control	paired	1.82333333333333	2.8	1.6	101bp	paired_101bp
MASTER-DKFZ_H021-7RVYXL_metastasis02-buffy-coat04	paired	1.82333333333333	2.6	1.3	151bp_X10	paired_151bp_X10
PACA-CA_PCSI_0572_tumor-control	paired	1.82333333333333	2.4	1.5	101bp	paired_101bp
PRAD-CA_CPCG0127_tumor-control	paired	1.82333333333333	2.3	1.4	101bp	paired_101bp
LIHC-US_TCGA-ED-A4XI_tumor-control	paired	1.82333333333333	2.2	1.4	101bp	paired_101bp
LIRI-JP_RK211_tumor-control	paired	1.82333333333333	2.2	1.2	101bp	paired_101bp
LIRI-JP_RK222_tumor-control	paired	1.82333333333333	2.2	1.3	101bp	paired_101bp
EOPC-DKFZ_ICGC_PCA027_tumor_01-control	paired	1.82333333333333	2.1	1.3	101bp	paired_101bp
ESAD-UK_OCCAMS-RS-010_tumor-control	paired	1.82333333333333	2.1	1.3	101bp	paired_101bp
PRAD-UK_A24-0021_CRUK_PC_0021_1_tumor-control	paired	1.82333333333333	2.1	1.2	101bp	paired_101bp
OV-AU_AOCS-117_tumor-control	paired	1.82333333333333	1.9	1	101bp	paired_101bp
LUAD-US_TCGA-44-2659_tumor-control	paired	1.82166666666667	2.5	1.4	101bp	paired_101bp
MASTER-DKFZ_H021-4QWVAG_tumor-buffy_coat	paired	1.82166666666667	2.5	0.896484375	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-9KFV6N_tumor05-buffy_coat	paired	1.82166666666667	2.5	1.5	151bp_X10	paired_151bp_X10
STAD-US_TCGA-D7-6815_tumor-control	paired	1.82166666666667	2.4	1.4	101bp	paired_101bp
LIHC-US_TCGA-DD-A1EG_tumor-control	paired	1.82166666666667	2.3	1.3	101bp	paired_101bp
MMML-DKFZ_4184011_tumor-control	paired	1.82166666666667	2.3	1.3	101bp	paired_101bp
PGBM-DKFZ_ICGC_GBM56_tumor-control	paired	1.82166666666667	1.9	1.1	101bp	paired_101bp
MASTER-DKFZ_H021-XXZ32Z_tumor-buffy_coat02	paired	1.82	2.6	1.6	151bp_X10	paired_151bp_X10
BRCA-US_TCGA-A2-A259_tumor-control	paired	1.82	2.1	1.2	101bp	paired_101bp
LIHC-US_TCGA-FV-A496_tumor-control	paired	1.82	2.1	1.3	101bp	paired_101bp
MB-DKFZ_MDT-AP-2001_tumor-control	paired	1.82	2.1	1.5	101bp	paired_101bp
OV-US_TCGA-36-1570_tumor-control	paired	1.82	2.1	0.8671875	101bp	paired_101bp
PA-DKFZ_ICGC_PA50_tumor-control	paired	1.82	2	1.2	101bp	paired_101bp
PRAD-UK_0069_CRUK_PC_0069_tumor-control	paired	1.81833333333333	2.2	1.4	101bp	paired_101bp
ESAD-UK_OCCAMS-AH-140_tumor-control	paired	1.81833333333333	2.1	1.2	101bp	paired_101bp
MNG-DKFZ_DKFZ-Mrad_10_tumor-blood	paired	1.81666666666667	2.7	1.6	151bp_X10	paired_151bp_X10
MMML-DKFZ_4172511_tumor-control	paired	1.81666666666667	2.5	1.5	101bp	paired_101bp
PACA-CA_PCSI_0250_tumor-control	paired	1.81666666666667	2.2	1.3	101bp	paired_101bp
NB-DKFZ_XI003_19624_tumor-control	paired	1.815	2.8	1.7	151bp_X10	paired_151bp_X10
LUAD-US_TCGA-50-5932_tumor-control	paired	1.815	2.3	1.4	101bp	paired_101bp
BRCA-US_TCGA-BH-A0WA_tumor-control	paired	1.815	2.1	1.3	101bp	paired_101bp
MELA-AU_MELA-0061_tumor-control	paired	1.815	2	1.2	101bp	paired_101bp
MPNST2-DKFZ_XI086_T2546A2_tumor-control	paired	1.815	2	1.2	151bp_X10	paired_151bp_X10
CMDI-UK_CGP_donor_1364386_1_tumor-control	paired	1.81333333333333	2.7	1.6	101bp	paired_101bp
RECA-DKFZ_K03K-VBYY_tumor1-control1	paired	1.81333333333333	2.7	1.5	151bp_X10	paired_151bp_X10
PACA-CA_PCSI_0111_tumor-control	paired	1.81333333333333	2.3	1.3	101bp	paired_101bp
EOPC-DKFZ_ICGC_PCA072_tumor_01-control	paired	1.81333333333333	2.1	1.3	101bp	paired_101bp
NB-DKFZ_XI003_20273_tumor-control	paired	1.81166666666667	3	1.5	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-GH464T_tumor02-buffy_coat	paired	1.81166666666667	2.6	1.5	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-SRRQCG_tumor04-buffy_coat02	paired	1.81166666666667	2.5	1.6	151bp_X10	paired_151bp_X10
EOPC-DKFZ_ICGC_PCA112_tumor_01-control	paired	1.81166666666667	2.4	1.5	101bp	paired_101bp
PACA-CA_PCSI_0355_tumor-control	paired	1.81166666666667	2.4	1.5	101bp	paired_101bp
SARC-US_TCGA-IS-A3K7_tumor-control	paired	1.81166666666667	2.1	1.1	101bp	paired_101bp
BTCA-SG_BTCA_donor_R149_tumor-control	paired	1.81	2.2	1.3	101bp	paired_101bp
PAEN-AU_NE-0017_tumor-control	paired	1.81	2.2	1.4	101bp	paired_101bp
PRAD-US_TCGA-G9-6365_tumor-control	paired	1.81	2.2	1.4	101bp	paired_101bp
PGBM-DKFZ_ICGC_GBM45_tumor-control	paired	1.81	2.1	1.3	101bp	paired_101bp
PACA-CA_PCSI_0004_tumor-control	paired	1.80833333333333	2.4	1.5	101bp	paired_101bp
PA-DKFZ_ICGC_PA3_tumor-control	paired	1.80833333333333	2.3	1.6	101bp	paired_101bp
PCNSL-DKFZ_XD013-N4HJJC_tumor-control	paired	1.80666666666667	2.7	1.4	151bp_X10	paired_151bp_X10
LIRI-JP_RK257_tumor-control	paired	1.80666666666667	2.3	1.4	101bp	paired_101bp
PACA-CA_PCSI_0302_tumor-control	paired	1.80666666666667	2.3	1.4	101bp	paired_101bp
EOPC-DE_EOPC-036_3_tumor-control	paired	1.80666666666667	2.2	1.4	101bp	paired_101bp
EOPC-DKFZ_ICGC_PCA088_tumor_01-control	paired	1.80666666666667	2.2	1.3	101bp	paired_101bp
KICH-US_TCGA-KL-8331_tumor-control	paired	1.80666666666667	2.2	1.4	101bp	paired_101bp
MASTER-DKFZ_H021-YY7PXK_tumor-buffy_coat	paired	1.805	2.7	1.6	151bp_X10	paired_151bp_X10
MMML-DKFZ_4166706_tumor-control	paired	1.805	2.4	1.5	101bp	paired_101bp
NB-DKFZ_XI003_I026_007_relapse-control	paired	1.805	2.4	1.4	151bp_X10	paired_151bp_X10
MELA-AU_MELA-0034_tumor-control	paired	1.805	2.1	1.2	101bp	paired_101bp
PA-DKFZ_ICGC_PA135_tumor-control	paired	1.805	2	1.2	101bp	paired_101bp
MASTER-DKFZ_H021-5KAVVK_tumor02-blood	paired	1.80333333333333	2.9	1.6	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-RYHU45_tumor02-control	paired	1.80333333333333	2.5	1.6	151bp_X10	paired_151bp_X10
RECA-EU_C0006_tumor-control	paired	1.80333333333333	2.5	1.5	101bp	paired_101bp
MB-DKFZ_ICGC_MB174_tumor-control	paired	1.80333333333333	2.2	1.3	101bp	paired_101bp
LGG-US_TCGA-DU-6407_tumor-control	paired	1.80333333333333	2.1	1.3	101bp	paired_101bp
EPN-DKFZ_XI061_9EP14_tumor-blood	paired	1.80166666666667	2.4	1.3	151bp_X10	paired_151bp_X10
MB-DKFZ_ICGC_MB39_tumor-control	paired	1.80166666666667	2.4	1.4	101bp	paired_101bp
PAEN-AU_ITNET-0695_tumor-control	paired	1.80166666666667	2.4	1.4	101bp	paired_101bp
PRAD-CA_CPCG0020_tumor-control	paired	1.80166666666667	2.4	1.4	101bp	paired_101bp
ESAD-UK_OCCAMS-AH-036_tumor-control	paired	1.80166666666667	2.2	1.3	101bp	paired_101bp
ESAD-UK_OCCAMS-ZZ-016_tumor-control	paired	1.80166666666667	2.2	1.2	101bp	paired_101bp
NB-DKFZ_B087koeln_17683_tumor-control	paired	1.80166666666667	2.2	1.3	101bp	paired_101bp
CMDI-UK_CGP_donor_1178366_2_tumor-control	paired	1.8	3.2	1.9	101bp	paired_101bp
LIRI-JP_RK196_tumor-control	paired	1.8	2.6	1.6	101bp	paired_101bp
MB-DKFZ_ICGC_MB159_tumor-control	paired	1.8	2.5	1.5	101bp	paired_101bp
MELA-AU_MELA-0196_tumor-control	paired	1.8	2.2	1.4	101bp	paired_101bp
PACA-AU_ICGC_0153_tumor-control	paired	1.8	2.2	1.4	101bp	paired_101bp
EOPC-DKFZ_ICGC_PCA035_tumor_02-control	paired	1.8	2.1	1.3	101bp	paired_101bp
EOPC-DE_EOPC-034_6_tumor-control	paired	1.8	2	1.2	101bp	paired_101bp
RMM-DKFZ_H067-SRERYH_tumor-control	paired	1.79833333333333	2.9	1.7	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-JB7K8N_tumor03-buffy_coat	paired	1.79833333333333	2.6	1.6	151bp_X10	paired_151bp_X10
GBM-US_TCGA-14-1459_tumor-control	paired	1.79833333333333	2.5	1.3	101bp	paired_101bp
MYELOMA-DKFZ_K08K-F2UFPQ_tumor1-blood1	paired	1.79833333333333	2.5	1.5	151bp_X10	paired_151bp_X10
LGG-US_TCGA-E1-5319_tumor-control	paired	1.79833333333333	2.2	1.2	101bp	paired_101bp
LIHC-US_TCGA-DD-A4NA_tumor-control	paired	1.79833333333333	2.2	1.3	101bp	paired_101bp
LIRI-JP_RK232_tumor-control	paired	1.79833333333333	2.2	1.5	101bp	paired_101bp
MB-DKFZ_ICGC_MB89_tumor-control	paired	1.79833333333333	2.2	1.4	101bp	paired_101bp
PAEN-AU_ICGC_0459_tumor-control	paired	1.79833333333333	2.2	1.5	101bp	paired_101bp
PAEN-AU_ICGC_0492_tumor-control	paired	1.79833333333333	2.2	1.3	101bp	paired_101bp
MB-DKFZ_MDT-AP-2174_tumor-control	paired	1.79833333333333	2.1	1.3	101bp	paired_101bp
MMML-DKFZ_4138652_tumor-control	paired	1.79833333333333	1.9	1.2	101bp	paired_101bp
GACA-CN_CGP_donor_GC00030_tumor-control	paired	1.79833333333333	1.8	1.2	101bp	paired_101bp
MASTER-DKFZ_H021-H9PYXL_metastasis03-buffy_coat02	paired	1.79666666666667	2.6	1.5	151bp_X10	paired_151bp_X10
MB-DKFZ_ICGC_MB115_tumor-control	paired	1.79666666666667	2.4	1.6	101bp	paired_101bp
LIHC-US_TCGA-DD-A1EB_tumor-control	paired	1.79666666666667	2.1	1.3	101bp	paired_101bp
LIHC-US_TCGA-MR-A520_tumor-control	paired	1.79666666666667	2.1	1.2	101bp	paired_101bp
PGBM-DKFZ_ICGC_GBM7_tumor-control	paired	1.79666666666667	2.1	1.1	101bp	paired_101bp
MASTER-DKFZ_H021-KFPLSM_metastasis04-buffy_coat	paired	1.795	2.9	1.6	151bp_X10	paired_151bp_X10
MNG-DKFZ_A033-T25L3A_tumor-blood	paired	1.795	2.8	1.6	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-ZN1T1D_metastasis02-buffy_coat02	paired	1.795	2.7	1.6	151bp_X10	paired_151bp_X10
EPN-DKFZ_XI049_11EP25_tumor-blood	paired	1.795	2.5	1.4	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-EADSG7_metastasis-buffy_coat	paired	1.795	2.5	1.5	151bp_X10	paired_151bp_X10
HNSC-US_TCGA-BA-A4IH_tumor-control	paired	1.795	2.4	1.3	101bp	paired_101bp
KICH-US_TCGA-KM-8439_tumor-control	paired	1.795	2.2	1.4	101bp	paired_101bp
PRAD-CA_CPCG0208_tumor-control	paired	1.795	2.2	1.3	101bp	paired_101bp
PRAD-CA_CPCG0404_tumor-control	paired	1.795	2.2	1.4	101bp	paired_101bp
NB-DKFZ_XI003_21390_tumor-control	paired	1.79333333333333	2.9	1.7	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-XGJCTR_tumor-buffy_coat02	paired	1.79333333333333	2.6	1.5	151bp_X10	paired_151bp_X10
ESAD-UK_OCCAMS-AH-197_tumor-control	paired	1.79333333333333	2.3	1.3	101bp	paired_101bp
LIHC-US_TCGA-ES-A2HS_tumor-control	paired	1.79333333333333	2.3	1.4	101bp	paired_101bp
MB-DKFZ_ICGC_MB106_tumor-control	paired	1.79333333333333	2.2	1.7	101bp	paired_101bp
MB-DKFZ_ICGC_MB240_tumor-control	paired	1.79333333333333	2.2	1.4	101bp	paired_101bp
EOPC-DKFZ_ICGC_PCA059_tumor_01-control	paired	1.79333333333333	2.1	1.3	101bp	paired_101bp
BRCA-US_TCGA-AN-A04D_tumor-control	paired	1.79333333333333	2	1.2	101bp	paired_101bp
EOPC-DKFZ_ICGC_PCA035_tumor_03-control	paired	1.79333333333333	2	1.2	101bp	paired_101bp
CMDI-UK_CGP_donor_1364470_1_tumor-control	paired	1.79166666666667	2.7	1.6	101bp	paired_101bp
MASTER-DKFZ_H021-Q1ZJAL_metastasis02-blood	paired	1.79166666666667	2.7	1.6	151bp_X10	paired_151bp_X10
SYSGLIO-DKFZ_H043-MXE7Y8_tumor02-blood	paired	1.79166666666667	2.7	1.4	151bp_X10	paired_151bp_X10
MMML-DKFZ_4108627_tumor-control	paired	1.79166666666667	2.6	1.4	101bp	paired_101bp
GBM-US_TCGA-27-2523_tumor-control	paired	1.79166666666667	2.5	1.3	101bp	paired_101bp
LIRI-JP_RK004_tumor-control	paired	1.79166666666667	2.3	1.4	101bp	paired_101bp
PACA-CA_PCSI_0264_tumor-control	paired	1.79166666666667	2.3	1.4	101bp	paired_101bp
KICH-US_TCGA-KL-8346_tumor-control	paired	1.79166666666667	2.2	1.5	101bp	paired_101bp
UCEC-US_TCGA-AX-A1C8_tumor-control	paired	1.79166666666667	2.2	1.3	101bp	paired_101bp
PDAC-DKFZ_K20K-TNGS1L_patient-derived-culture3-blood1	paired	1.79166666666667	2.1	1.1	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-32XTFQ_metastasis02-buffy_coat02	paired	1.79	2.9	1.4	151bp_X10	paired_151bp_X10
MMML-DKFZ_4103434_merged_tumor-control	paired	1.79	2.5	1.5	101bp	paired_101bp
MYELOMA-DKFZ_K08K-NUB3EV_tumor1-blood1	paired	1.79	2.5	1.5	151bp_X10	paired_151bp_X10
PACA-AU_ICGC_0212_tumor-control	paired	1.79	2.3	1.4	101bp	paired_101bp
PACA-AU_ICGC_0486_tumor-control	paired	1.79	2.3	1.4	101bp	paired_101bp
EOPC-DKFZ_ICGC_PCA068_tumor_01-control	paired	1.79	2.2	1.3	101bp	paired_101bp
ESAD-UK_OCCAMS-AH-061_tumor-control	paired	1.79	2.1	1.3	101bp	paired_101bp
READ-US_TCGA-AG-3593_tumor-control	paired	1.79	1.9	1.1	101bp	paired_101bp
EOPC-DKFZ_ICGC_PCA199_tumor_01-control	paired	1.78833333333333	3	1.6	151bp_X10	paired_151bp_X10
MNG-DKFZ_A033-665T3M_tumor-blood	paired	1.78833333333333	3	1.8	151bp_X10	paired_151bp_X10
PDAC-DKFZ_K20K-R6EXEB_tumor3-blood1	paired	1.78833333333333	2.9	1.6	151bp_X10	paired_151bp_X10
EOPC-DE_EOPC-038_3_tumor-control	paired	1.78833333333333	2.4	1.5	101bp	paired_101bp
KIRC-US_TCGA-BP-4756_tumor-control	paired	1.78833333333333	2.2	1.4	101bp	paired_101bp
PRAD-US_TCGA-EJ-7791_tumor-control	paired	1.78833333333333	2.2	1.4	101bp	paired_101bp
EOPC-DKFZ_ICGC_PCA044_tumor_01-control	paired	1.78833333333333	2.1	1.3	101bp	paired_101bp
MMML-DKFZ_4108101_tumor-control	paired	1.78833333333333	2	1.3	101bp	paired_101bp
EOPC-DKFZ_ICGC_PCA123_tumor_01-control	paired	1.78666666666667	3.6	1.9	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-WLYVMC_metastasis-buffy_coat02	paired	1.78666666666667	2.8	1.7	151bp_X10	paired_151bp_X10
AML-DKTK_XD001_P118_tumor02-control	paired	1.78666666666667	2.7	1.5	151bp_X10	paired_151bp_X10
PDAC-DKFZ_K20K-ZXEDLQ_tumor1-blood1	paired	1.78666666666667	2.3	1	151bp_X10	paired_151bp_X10
PRAD-UK_A24-0021_CRUK_PC_0021_3_tumor-control	paired	1.78666666666667	2.2	1.1	101bp	paired_101bp
KIRC-US_TCGA-CW-6087_tumor-control	paired	1.78666666666667	2.1	1.3	101bp	paired_101bp
MB-DKFZ_ICGC_MB107_tumor-control	paired	1.78666666666667	2	1.3	101bp	paired_101bp
PGBM-DKFZ_ICGC_GBM82_tumor-control	paired	1.78666666666667	2	0.818359375	101bp	paired_101bp
MASTER-DKFZ_H021-LU7XL3_metastasis02-buffy_coat02	paired	1.785	2.7	1.6	151bp_X10	paired_151bp_X10
PAEN-AU_ITNET-0813_tumor-control	paired	1.785	2.5	1.5	101bp	paired_101bp
LIRI-JP_RK079_tumor-control	paired	1.785	2.3	1.3	101bp	paired_101bp
READ-US_TCGA-AG-3885_tumor-control	paired	1.785	2.1	1.4	101bp	paired_101bp
MASTER-DKFZ_H021-6675B1_metastasis02-blood	paired	1.78333333333333	2.5	1.5	151bp_X10	paired_151bp_X10
PRAD-US_TCGA-HC-7233_tumor-control	paired	1.78333333333333	2.3	1.3	101bp	paired_101bp
PRAD-UK_A29-0017_CRUK_PC_0017_1_tumor-control	paired	1.78333333333333	2.2	1.1	101bp	paired_101bp
MB-DKFZ_MDT-AP-2178_tumor-control	paired	1.78333333333333	2.1	1.3	101bp	paired_101bp
MMML-DKFZ_4135278_tumor-control	paired	1.78333333333333	1.9	1.1	101bp	paired_101bp
MASTER-DKFZ_H021-TB4Q13_metastasis03-buffy_coat02	paired	1.78166666666667	2.7	1.4	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-YUNADP_metastasis05-blood04	paired	1.78166666666667	2.6	1.5	151bp_X10	paired_151bp_X10
BRCA-US_TCGA-AO-A03N_tumor-control	paired	1.78166666666667	2.4	1.3	101bp	paired_101bp
KIRC-US_TCGA-BP-4977_tumor-control	paired	1.78166666666667	2.3	1.4	101bp	paired_101bp
PRAD-UK_A22-0016_CRUK_PC_0016_4_tumor-control	paired	1.78166666666667	2.3	1.4	101bp	paired_101bp
PACA-CA_PCSI_0283_tumor-control	paired	1.78166666666667	2.2	1.3	101bp	paired_101bp
COAD-DKFZ_H032-7M5S_tumor-control	paired	1.78166666666667	2.1	1.3	101bp	paired_101bp
MASTER-DKFZ_H021-DQM8YM_tumor02-buffy_coat02	paired	1.78	2.7	1.5	151bp_X10	paired_151bp_X10
NB-DKFZ_B087koeln_21788_tumor-control	paired	1.78	2.4	1.5	101bp	paired_101bp
PAEN-AU_ITNET-0028_tumor-control	paired	1.78	2.4	1.5	101bp	paired_101bp
PRAD-UK_A22-0016_CRUK_PC_0016_10_tumor-control	paired	1.78	2.4	1.4	101bp	paired_101bp
MPNST2-DKFZ_XI086_T2487_tumor-control	paired	1.78	2.3	1.4	151bp_X10	paired_151bp_X10
MB-DKFZ_ICGC_MB51_tumor-control	paired	1.78	2.2	1.4	101bp	paired_101bp
NONCOM-DKFZ_XD018-L1BRFK_tumor-control	paired	1.78	2.2	1.3	151bp_X10	paired_151bp_X10
MMML-DKFZ_4115022_tumor-control	paired	1.78	2.1	1.2	151bp_X10	paired_151bp_X10
PA-DKFZ_ICGC_PA56_tumor-control	paired	1.78	2.1	1.3	101bp	paired_101bp
OV-AU_AOCS-097_tumor-control	paired	1.78	2	1.3	101bp	paired_101bp
MASTER-DKFZ_H021-RG2E96_tumor02-buffy_coat	paired	1.77833333333333	2.9	1.7	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-DR7JFP_metastasis-buffy_coat	paired	1.77833333333333	2.6	1.4	151bp_X10	paired_151bp_X10
CMDI-UK_CGP_donor_1600816_1_tumor-control	paired	1.77833333333333	2.5	1.5	101bp	paired_101bp
BTCA-SG_BTCA_donor_27_tumor-control	paired	1.77833333333333	2.4	1.4	101bp	paired_101bp
BRCA-US_TCGA-EW-A1J5_tumor-control	paired	1.77833333333333	2.1	1.3	101bp	paired_101bp
MB-DKFZ_SJMB034_tumor-control	paired	1.77833333333333	2.1	1.3	101bp	paired_101bp
SARC-US_TCGA-IE-A4EK_tumor-control	paired	1.77833333333333	2	1.2	101bp	paired_101bp
EOPC-DKFZ_ICGC_PCA195_tumor_01-control	paired	1.77666666666667	2.7	1.5	151bp_X10	paired_151bp_X10
NB-DKFZ_XI003_26397_tumor-control	paired	1.77666666666667	2.6	1.6	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-SJ26YN_metastasis02-buffy_coat02	paired	1.77666666666667	2.5	1.4	151bp_X10	paired_151bp_X10
MB-DKFZ_SJMB041_tumor-control	paired	1.77666666666667	2.5	1.3	101bp	paired_101bp
NB-DKFZ_XI003_24872_relapse-control	paired	1.775	2.8	1.6	151bp_X10	paired_151bp_X10
MB-DKFZ_ICGC_MB246_tumor-control	paired	1.775	2.4	1.5	101bp	paired_101bp
BRCA-US_TCGA-E2-A156_tumor-control	paired	1.775	2.1	1.3	101bp	paired_101bp
THCA-US_TCGA-EL-A3H1_tumor-control	paired	1.77333333333333	2.4	1.4	101bp	paired_101bp
PRAD-UK_0007_CRUK_PC_0007_5_tumor-control	paired	1.77333333333333	2.3	1.3	101bp	paired_101bp
KICH-US_TCGA-KO-8411_tumor-control	paired	1.77333333333333	2.2	1.5	101bp	paired_101bp
LIHC-US_TCGA-DD-A4ND_tumor-control	paired	1.77333333333333	2.2	1.4	101bp	paired_101bp
MELA-AU_MELA-0183_tumor-control	paired	1.77333333333333	2.2	1.4	101bp	paired_101bp
PAEN-AU_ICGC_0287_tumor-control	paired	1.77333333333333	2.2	1.2	101bp	paired_101bp
MMML-DKFZ_4100049_tumor-control	paired	1.77333333333333	2	1.1	151bp_X10	paired_151bp_X10
MMML-DKFZ_4101815_tumor-control	paired	1.77333333333333	1.9	1.2	101bp	paired_101bp
NB-DKFZ_XI003_91257_tumor-control	paired	1.77166666666667	2.8	1.5	151bp_X10	paired_151bp_X10
LIRI-JP_RK326_tumor-control	paired	1.77166666666667	2.4	1.3	101bp	paired_101bp
BTCA-SG_BTCA_donor_A153_tumor-control	paired	1.77166666666667	2.2	1.3	101bp	paired_101bp
COAD-DKFZ_H032-M30L_tumor-control	paired	1.77166666666667	2.2	1.4	101bp	paired_101bp
EOPC-DKFZ_ICGC_PCA078_tumor_01-control	paired	1.77166666666667	2.2	1.2	101bp	paired_101bp
ESAD-UK_OCCAMS-AH-112_tumor-control	paired	1.77166666666667	2.2	1.1	101bp	paired_101bp
LINC-JP_HX20_tumor-control	paired	1.77166666666667	2.2	1.3	101bp	paired_101bp
MASTER-DKFZ_H021-R3Q275_metastasis-buffy_coat02	paired	1.77	2.8	1.7	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-AR6LUZ_tumor04-buffy_coat02	paired	1.77	2.6	1.6	151bp_X10	paired_151bp_X10
COAD-US_TCGA-AA-A01X_tumor-control	paired	1.77	2	1.3	101bp	paired_101bp
MB-DKFZ_MDT-AP-0118_tumor-control	paired	1.77	2	1.3	101bp	paired_101bp
NB-DKFZ_XI003_20513_tumor-control	paired	1.76833333333333	2.9	1.7	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-CD28AE_metastasis-buffy_coat	paired	1.76833333333333	2.4	1	151bp_X10	paired_151bp_X10
NB-DKFZ_B087koeln_19885_tumor-control	paired	1.76833333333333	2.4	1.5	101bp	paired_101bp
LAML-US_TCGA-AB-2991_tumor-control	paired	1.76833333333333	2.2	1.4	101bp	paired_101bp
MMML-DKFZ_4181037_tumor-control	paired	1.76833333333333	2	1.1	101bp	paired_101bp
PGBM-DKFZ_ICGC_GBM25_tumor-control	paired	1.76833333333333	2	1.1	101bp	paired_101bp
PAEN-AU_ITNET-0144_tumor-control	paired	1.76666666666667	2.7	1.7	101bp	paired_101bp
CMDI-UK_CGP_donor_1338055_1_tumor-control	paired	1.76666666666667	2.4	1.6	101bp	paired_101bp
PRAD-CA_CPCG0047_tumor-control	paired	1.76666666666667	2.4	1.4	101bp	paired_101bp
LIRI-JP_RK105_tumor-control	paired	1.76666666666667	2.2	1.3	101bp	paired_101bp
EOPC-DE_EOPC-017_tumor-control	paired	1.76666666666667	2.1	1.3	101bp	paired_101bp
EOPC-DE_EOPC-038_2_tumor-control	paired	1.765	2.5	2	101bp	paired_101bp
LIHC-US_TCGA-G3-A5SL_tumor-control	paired	1.765	2.5	1.5	101bp	paired_101bp
PACA-CA_PCSI_0506_tumor-control	paired	1.765	2.5	1.4	101bp	paired_101bp
BRCA-UK_CGP_donor_1701345_tumor-control	paired	1.765	2.3	1.1	101bp	paired_101bp
LIRI-JP_RK044_tumor-control	paired	1.765	2.3	1.3	101bp	paired_101bp
MMML-DKFZ_4128355_tumor-control	paired	1.765	2.3	1.2	151bp_X10	paired_151bp_X10
PACA-CA_PCSI_0174_tumor-control	paired	1.765	2.3	1.1	101bp	paired_101bp
MB-DKFZ_SJMB031_tumor-control	paired	1.765	2.1	1.1	101bp	paired_101bp
MMML-DKFZ_4119463_tumor-control	paired	1.765	2.1	1.2	101bp	paired_101bp
