jobName	analysisMode	elapsedTime	maxMem	avgMem	technology	group
AML-DKTK_XD001_P016_tumor01-control	paired	2.675	2.5	1.6	151bp_X10	paired_151bp_X10
ESAD-UK_OCCAMS-AH-086_tumor-control	paired	2.675	2	0.779296875	101bp	paired_101bp
MASTER-DKFZ_H021-QW817H_tumor02-buffy_coat	paired	2.67333333333333	2.8	1.6	151bp_X10	paired_151bp_X10
PRAD-CA_CPCG0409_tumor-control	paired	2.67333333333333	2.2	1.4	101bp	paired_101bp
RECA-EU_C0039_tumor-control	paired	2.67333333333333	2.2	1.4	101bp	paired_101bp
AML-DKTK_XD001_P115_tumor01-control	paired	2.67166666666667	2.7	1.6	151bp_X10	paired_151bp_X10
KIRP-US_TCGA-B9-A44B_tumor-control	paired	2.67	2.4	1.4	101bp	paired_101bp
LUSC-US_TCGA-60-2698_tumor-control	paired	2.66833333333333	3.2	1.5	101bp	paired_101bp
NB-DKFZ_XI003_18279_tumor-control	paired	2.66833333333333	2.7	1.5	151bp_X10	paired_151bp_X10
COAD-US_TCGA-A6-A565_tumor-control	paired	2.66833333333333	2.3	1.3	101bp	paired_101bp
BOCA-UK_CGP_donor_1691131_tumor-control	paired	2.66333333333333	2.6	1.6	101bp	paired_101bp
PACA-CA_PCSI_0287_tumor-control	paired	2.66333333333333	2.3	1.4	101bp	paired_101bp
BLCA-US_TCGA-DK-A3IL_tumor-control	paired	2.66333333333333	2.2	1.5	101bp	paired_101bp
NB-DKFZ_XI003_21248_tumor-control	paired	2.66166666666667	3.3	1.8	151bp_X10	paired_151bp_X10
BRCA-EU_CGP_donor_1353429_tumor-control	paired	2.66166666666667	2.8	1.7	101bp	paired_101bp
MASTER-DKFZ_H021-J8TBFU_metastasis-buffy_coat02	paired	2.66166666666667	2.6	1.6	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-J11M7D_metastasis02-buffy_coat02	paired	2.66166666666667	2.5	1.6	151bp_X10	paired_151bp_X10
NB-DKFZ_K09R-KKM9EF_tumor1-blood1	paired	2.66	3.1	1.9	151bp_X10	paired_151bp_X10
BRCA-EU_CGP_donor_1475202_tumor-control	paired	2.66	2.8	1.6	101bp	paired_101bp
BRCA-EU_CGP_donor_1503156_tumor-control	paired	2.66	2.5	1.5	101bp	paired_101bp
MASTER-DKFZ_H021-4BY2RE_tumor-buffy_coat	paired	2.66	2.5	1.5	151bp_X10	paired_151bp_X10
DLBC-US_TCGA-FF-8042_tumor-control	paired	2.66	2.3	1.4	101bp	paired_101bp
OV-AU_AOCS-171_tumor-control	paired	2.66	2.3	1.3	101bp	paired_101bp
PAEN-AU_ICGC_0491_tumor-control	paired	2.66	2.2	1.5	101bp	paired_101bp
GACA-CN_CGP_donor_GC00052_tumor-control	paired	2.66	2.1	1.4	101bp	paired_101bp
PRAD-UK_A21-0096_CRUK_PC_0096_9_tumor-control	paired	2.66	1.9	1	101bp	paired_101bp
SYSGLIO-DKFZ_H043-GG5L52_tumor02-blood	paired	2.65833333333333	3	2	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-VPGPBF_metastasis-blood	paired	2.65833333333333	2.6	1.5	151bp_X10	paired_151bp_X10
PACA-CA_PCSI_0466_tumor-control	paired	2.65833333333333	2.3	1.3	101bp	paired_101bp
GACA-CN_CGP_donor_GC00054_tumor-control	paired	2.65833333333333	1.9	1.1	101bp	paired_101bp
LUSC-US_TCGA-77-7139_tumor-control	paired	2.65666666666667	3.5	2.1	101bp	paired_101bp
ESAD-UK_OCCAMS-RS-035_tumor-control	paired	2.65666666666667	2.6	1.4	101bp	paired_101bp
PACA-CA_PCSI_0227_tumor-control	paired	2.65666666666667	2.4	1.4	101bp	paired_101bp
MYELOMA-DKFZ_K08K-QGFVJW_tumor1-control1	paired	2.655	3.9	2.5	151bp_X10	paired_151bp_X10
LUSC-US_TCGA-18-3415_tumor-control	paired	2.655	3.2	1.6	101bp	paired_101bp
NB-DKFZ_K09R-T9BA4J_tumor1-blood1	paired	2.655	3.1	1.9	151bp_X10	paired_151bp_X10
RECA-DKFZ_K03K-RUFG46_tumor1-control1	paired	2.655	2.9	1.8	151bp_X10	paired_151bp_X10
BRCA-US_TCGA-AR-A24Z_tumor-control	paired	2.655	2.2	0.9033203125	101bp	paired_101bp
SYSGLIO-DKFZ_H043-6FRXV9_tumor-blood	paired	2.65333333333333	3.5	2.2	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-TXDMYK_tumor-buffy_coat02	paired	2.65333333333333	2.5	1.2	151bp_X10	paired_151bp_X10
ESAD-UK_OCCAMS-RS-032_tumor-control	paired	2.65333333333333	2.3	1.4	101bp	paired_101bp
MB-DKFZ_MDT-AP-0707_tumor-control	paired	2.65333333333333	2.3	1.5	101bp	paired_101bp
PDAC-DKFZ_XI055_14MQR2FT_organoid-control	paired	2.65166666666667	4.6	2.6	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-WK2X94_metastasis03-buffy_coat02	paired	2.65166666666667	2.7	1.6	151bp_X10	paired_151bp_X10
CESC-US_TCGA-EX-A1H5_tumor-control	paired	2.64833333333333	3.1	1.9	101bp	paired_101bp
LUSC-US_TCGA-22-5485_tumor-control	paired	2.64833333333333	3.1	2	101bp	paired_101bp
LUAD-US_TCGA-75-5147_tumor-control	paired	2.64666666666667	2.8	1.9	101bp	paired_101bp
MASTER-DKFZ_H021-H7D3JF_tumor02-blood	paired	2.64333333333333	2.5	1.5	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-PYYKFB_tumor-buffy_coat02	paired	2.64333333333333	2.5	1.5	151bp_X10	paired_151bp_X10
AML-DKTK_XD001_P109_tumor01-control	paired	2.64166666666667	2.8	1.8	151bp_X10	paired_151bp_X10
SKCM-US_TCGA-EE-A2A0_tumor-control	paired	2.64166666666667	2.3	1.4	101bp	paired_101bp
BRCA-US_TCGA-D8-A27H_tumor-control	paired	2.64166666666667	2	0.9013671875	101bp	paired_101bp
SYSGLIO-DKFZ_H043-5VWP_tumor-blood	paired	2.64	4.5	2.6	151bp_X10	paired_151bp_X10
NB-DKFZ_K09R-XMUZ18_tumor1-blood1	paired	2.64	2.9	1.7	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-CW6Z4Z_tumor03-buffy_coat	paired	2.64	2.6	1.5	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-PWTUGA_metastasis03-blood	paired	2.64	2.5	0.8056640625	151bp_X10	paired_151bp_X10
ESAD-UK_OCCAMS-ST-035_tumor-control	paired	2.64	2.4	1.4	101bp	paired_101bp
MMML-DKFZ_4119279_tumor-control	paired	2.63833333333333	2.7	1.4	101bp	paired_101bp
PRAD-CA_CPCG0217_tumor-control	paired	2.63833333333333	2.4	1.5	101bp	paired_101bp
STAD-US_TCGA-CG-4442_tumor-control	paired	2.63833333333333	2.3	1.3	101bp	paired_101bp
MASTER-DKFZ_H021-VBQS71_metastasis04-buffy_coat02	paired	2.635	2.7	1.6	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-7U9BYK_tumor-buffy_coat02	paired	2.635	2.6	1.7	151bp_X10	paired_151bp_X10
KICH-US_TCGA-KL-8333_tumor-control	paired	2.635	2.3	1.5	101bp	paired_101bp
LINC-JP_HX28_tumor-control	paired	2.63333333333333	4	2.3	101bp	paired_101bp
STAD-US_TCGA-FP-7998_tumor-control	paired	2.63333333333333	3.5	2.3	101bp	paired_101bp
LIRI-JP_RK146_tumor-control	paired	2.63333333333333	3.2	2	101bp	paired_101bp
NB-DKFZ_B087wgs_18253_tumor-control	paired	2.63333333333333	3.1	2.1	101bp	paired_101bp
ESAD-UK_OCCAMS-QE-095_tumor-control	paired	2.63333333333333	2.9	1.6	101bp	paired_101bp
MASTER-DKFZ_H021-C52P_tumor04-blood	paired	2.63333333333333	2.6	1.2	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-A2A979_tumor-buffy_coat02	paired	2.63333333333333	2.5	0.849609375	151bp_X10	paired_151bp_X10
BOCA-UK_CGP_donor_1691124_tumor-control	paired	2.63333333333333	2.3	1.6	101bp	paired_101bp
OV-AU_AOCS-005_tumor-control	paired	2.63333333333333	2	0.935546875	101bp	paired_101bp
MASTER-DKFZ_H021-BNASM1_metastasis02-buffy_coat02	paired	2.63166666666667	2.7	1.6	151bp_X10	paired_151bp_X10
PGBM-DKFZ_ICGC_GBM26_tumor-control	paired	2.63166666666667	2.4	1	101bp	paired_101bp
BRCA-UK_CGP_donor_1503143_tumor-control	paired	2.63	3.3	2	101bp	paired_101bp
RMM-DKFZ_H067-BUGVTY_tumor-control	paired	2.63	3	1.9	151bp_X10	paired_151bp_X10
PRAD-UK_0007_CRUK_PC_0007_4_tumor-control	paired	2.63	2.1	1.4	101bp	paired_101bp
NB-DKFZ_B087koeln_23267_tumor-control	paired	2.62833333333333	3.3	2.2	101bp	paired_101bp
NB-DKFZ_XI003_15885_tumor-control	paired	2.62833333333333	3	1.9	151bp_X10	paired_151bp_X10
SARC-US_TCGA-DX-A1KU_tumor-control	paired	2.62833333333333	2.1	0.9580078125	101bp	paired_101bp
OV-AU_AOCS-155_tumor-control	paired	2.62666666666667	2	0.9765625	101bp	paired_101bp
PRAD-CA_CPCG0183_tumor-control	paired	2.625	3.9	2.6	101bp	paired_101bp
SYSGLIO-DKFZ_H043-ULLV_tumor02-blood	paired	2.625	3.5	2.3	151bp_X10	paired_151bp_X10
GBM-US_TCGA-06-0190_tumor-control	paired	2.625	3.4	1.9	101bp	paired_101bp
LIRI-JP_RK081_tumor-control	paired	2.625	2.7	1.7	101bp	paired_101bp
BRCA-EU_CGP_donor_1364033_tumor-control	paired	2.625	2.5	1.4	101bp	paired_101bp
SYSGLIO-DKFZ_H043-NAFCCV_tumor02-blood	paired	2.62333333333333	4.1	2.2	151bp_X10	paired_151bp_X10
NB-DKFZ_K09R-KJ62ZX_tumor1-blood1	paired	2.62166666666667	3.1	2.1	151bp_X10	paired_151bp_X10
PACA-AU_ICGC_0321_tumor-control	paired	2.62166666666667	2	1	101bp	paired_101bp
PRAD-UK_A21-0096_CRUK_PC_0096_1_tumor-control	paired	2.62	1.9	1.1	101bp	paired_101bp
EOPC-DKFZ_ICGC_PCA039_tumor_01-control	paired	2.61833333333333	2.7	1.6	151bp_X10	paired_151bp_X10
NB-DKFZ_B087koeln_22335_tumor-control	paired	2.61833333333333	2.2	1.3	101bp	paired_101bp
LIRI-JP_RK180_2_tumor-control	paired	2.61666666666667	3.1	1.8	101bp	paired_101bp
MASTER-DKFZ_H021-T4UQEY_tumor-buffy_coat	paired	2.61666666666667	2.7	1.1	151bp_X10	paired_151bp_X10
PAEN-AU_ITNET-0833_tumor-control	paired	2.61666666666667	2.7	1.7	101bp	paired_101bp
SYSGLIO-DKFZ_H043-PWC258_tumor-blood	paired	2.615	3	1.7	151bp_X10	paired_151bp_X10
ESAD-UK_OCCAMS-AH-167_tumor-control	paired	2.615	2.8	1.7	101bp	paired_101bp
PRAD-CA_CPCG0360_tumor-control	paired	2.615	2	1.4	101bp	paired_101bp
PACA-CA_PCSI_0224_tumor-control	paired	2.61333333333333	3.3	2.3	101bp	paired_101bp
LIRI-JP_RK150_tumor-control	paired	2.61333333333333	2.7	1.7	101bp	paired_101bp
BRCA-US_TCGA-A8-A09I_tumor-control	paired	2.61333333333333	2.3	1.3	101bp	paired_101bp
SYSGLIO-DKFZ_H043-XG4KY2_tumor-blood	paired	2.61166666666667	3.2	2	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-N15PNV_tumor-buffy_coat02	paired	2.61166666666667	2.8	1.8	151bp_X10	paired_151bp_X10
BRCA-UK_CGP_donor_1069291_tumor-control	paired	2.61166666666667	2.5	1.5	101bp	paired_101bp
PACA-CA_PCSI_0294_tumor-control	paired	2.61166666666667	2.3	1.5	101bp	paired_101bp
BRCA-US_TCGA-A2-A0D1_tumor-control	paired	2.61	2.8	1.5	101bp	paired_101bp
MASTER-DKFZ_H021-ERZXM4_metastasis04-buffy_coat02	paired	2.61	2.5	1.6	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-MQ5F29_metastasis-buffy_coat02	paired	2.61	2.5	1.6	151bp_X10	paired_151bp_X10
BLCA-US_TCGA-C4-A0F7_tumor-control	paired	2.61	2.2	1.3	101bp	paired_101bp
OV-AU_AOCS-167_tumor-control	paired	2.61	2	0.9970703125	101bp	paired_101bp
MB-DKFZ_MDT-AP-2148_tumor-control	paired	2.60833333333333	2.1	1.4	101bp	paired_101bp
MASTER-DKFZ_H021-9M84C4_metastasis02-buffy-coat04	paired	2.60666666666667	2.7	1	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-QH6MPU_tumor03-buffy-coat05	paired	2.60666666666667	2.7	1.5	151bp_X10	paired_151bp_X10
BRCA-US_TCGA-E2-A14X_tumor-control	paired	2.60666666666667	2.1	1.1	101bp	paired_101bp
NB-DKFZ_K09R-N3NHB8_tumor1-blood1	paired	2.605	3.1	2	151bp_X10	paired_151bp_X10
7qAML-DKFZ_H030-3N1U_tumor-control	paired	2.605	2.9	1.7	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-HQQF57_tumor-buffy_coat	paired	2.605	2.8	1.8	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-H1DNZG_tumor-buffy_coat03	paired	2.605	2.7	1.4	151bp_X10	paired_151bp_X10
PAEN-AU_ITNET-0809_tumor-control	paired	2.605	2.6	1.6	101bp	paired_101bp
MASTER-DKFZ_H021-YCLSQW_tumor-buffy_coat02	paired	2.60333333333333	3	1.5	151bp_X10	paired_151bp_X10
BRCA-US_TCGA-A8-A08L_tumor-control	paired	2.60333333333333	2.5	1.2	101bp	paired_101bp
PDAC-DKFZ_K20K-AF5J36_tumor1-blood1	paired	2.60166666666667	3	1.9	151bp_X10	paired_151bp_X10
AML-DKTK_XD001_P018_tumor01-control	paired	2.60166666666667	2.7	1.7	151bp_X10	paired_151bp_X10
UCEC-US_TCGA-AP-A052_tumor-control	paired	2.60166666666667	2.6	1.2	101bp	paired_101bp
GBM-US_TCGA-27-2528_tumor-control	paired	2.6	2.9	1.7	101bp	paired_101bp
PCNSL-DKFZ_A050-4FXC_tumor-blood	paired	2.59833333333333	2.8	1.6	151bp_X10	paired_151bp_X10
PRAD-CA_CPCG0094_tumor-control	paired	2.59833333333333	2.8	1.9	101bp	paired_101bp
MMML-DKFZ_4130194_tumor-control	paired	2.59833333333333	2.5	1.3	101bp	paired_101bp
STAD-US_TCGA-BR-8690_tumor-control	paired	2.59666666666667	4.1	2.3	101bp	paired_101bp
HNSC-US_TCGA-CR-6491_tumor-control	paired	2.59666666666667	2.6	1	101bp	paired_101bp
BRCA-EU_CGP_donor_1337222_tumor-control	paired	2.595	2.7	1.7	101bp	paired_101bp
UCEC-US_TCGA-AP-A0LO_tumor-control	paired	2.595	2.5	1.5	101bp	paired_101bp
LINC-JP_HX35_tumor-control	paired	2.595	2.2	1.4	101bp	paired_101bp
RECA-EU_C0033_tumor-control	paired	2.595	2.2	1.4	101bp	paired_101bp
RMM-DKFZ_H067-3S3UDC_tumor02-control	paired	2.59333333333333	3.9	2.6	151bp_X10	paired_151bp_X10
NB-DKFZ_K09R-Y7Q789_tumor1-blood1	paired	2.59333333333333	3	1.8	151bp_X10	paired_151bp_X10
PACA-CA_PCSI_0105_tumor-control	paired	2.59333333333333	2.3	1.2	101bp	paired_101bp
MB-DKFZ_MDT-AP-2745_tumor-control	paired	2.59333333333333	2.1	1.3	101bp	paired_101bp
GBM-US_TCGA-06-0210_tumor-control	paired	2.59166666666667	3.4	2.1	101bp	paired_101bp
MASTER-DKFZ_H021-XYNTZ1_metastasis-buffy_coat02	paired	2.59166666666667	2.7	1.3	151bp_X10	paired_151bp_X10
SKCM-US_TCGA-GN-A266_tumor-control	paired	2.59166666666667	2.2	1.3	101bp	paired_101bp
MB-DKFZ_ICGC_MB252_tumor-control	paired	2.59	3.9	2.5	101bp	paired_101bp
SYSGLIO-DKFZ_H043-QHGXQQ_tumor02-blood	paired	2.59	3.8	2.1	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-S1RRD7_tumor-buffy_coat02	paired	2.59	2.7	1.1	151bp_X10	paired_151bp_X10
RECA-EU_C0056_tumor-control	paired	2.59	2.5	1.6	101bp	paired_101bp
ESAD-UK_OCCAMS-GS-002_tumor-control	paired	2.59	2.1	1.3	101bp	paired_101bp
BOCA-UK_CGP_donor_1691153_tumor-control	paired	2.58833333333333	2.9	1.7	101bp	paired_101bp
NB-DKFZ_XI003_21794_tumor-control	paired	2.58666666666667	2.8	1.8	151bp_X10	paired_151bp_X10
BRCA-EU_CGP_donor_1337223_tumor-control	paired	2.58666666666667	2.3	1.2	101bp	paired_101bp
PAEN-AU_ICGC_0498_tumor-control	paired	2.58666666666667	2.1	1.2	101bp	paired_101bp
SARC-US_TCGA-DX-A240_tumor-control	paired	2.58666666666667	2.1	1	101bp	paired_101bp
MASTER-DKFZ_H021-3W9ZP5_metastasis-blood	paired	2.585	2.7	1.2	151bp_X10	paired_151bp_X10
MYELOMA-DKFZ_K08K-CSU6UB_tumor2-control1	paired	2.585	2.7	1.3	151bp_X10	paired_151bp_X10
GBM-US_TCGA-14-1823_tumor-control	paired	2.58333333333333	3.3	2	101bp	paired_101bp
PACA-CA_PCSI_0458_tumor-control	paired	2.58333333333333	2.8	2	101bp	paired_101bp
ORCA-IN_OSCC-GB_012001_tumor-control	paired	2.58166666666667	3.7	2.1	101bp	paired_101bp
MB-DKFZ_MDT-AP-0222_tumor-control	paired	2.58166666666667	3	1.9	101bp	paired_101bp
LIRI-JP_RK126_tumor-control	paired	2.58166666666667	2.7	1.8	101bp	paired_101bp
PRAD-US_TCGA-HC-7740_tumor-control	paired	2.58166666666667	2.3	1.6	101bp	paired_101bp
MASTER-DKFZ_H021-5FUYJC_tumor-buffy_coat02	paired	2.58	2.7	1.6	151bp_X10	paired_151bp_X10
MELA-AU_MELA-0167_tumor-control	paired	2.58	2.6	1.4	101bp	paired_101bp
NB-PMC_B087_PMC_507_tumor01-blood01	paired	2.57833333333333	4.4	2.6	151bp_X10	paired_151bp_X10
LUSC-US_TCGA-92-8064_tumor-control	paired	2.57833333333333	2.9	1.9	101bp	paired_101bp
MASTER-DKFZ_H021-82YSCW_metastasis05-buffy-coat04	paired	2.57833333333333	2.7	1.3	151bp_X10	paired_151bp_X10
PRAD-CA_CPCG0414_tumor-control	paired	2.57833333333333	2.2	1.3	101bp	paired_101bp
BLCA-US_TCGA-H4-A2HQ_tumor-control	paired	2.57666666666667	2.2	1.2	101bp	paired_101bp
SYSGLIO-DKFZ_H043-6FRXV9_tumor02-blood	paired	2.575	3.5	2.1	151bp_X10	paired_151bp_X10
SYSGLIO-DKFZ_H043-ZK2PKS_tumor-blood	paired	2.575	3.3	2.1	151bp_X10	paired_151bp_X10
MELA-AU_MELA-0190_tumor-control	paired	2.575	3.1	1.8	101bp	paired_101bp
GBM-US_TCGA-06-5411_tumor-control	paired	2.575	2.7	1.8	101bp	paired_101bp
AML-DKTK_XD001_P013_tumor01-control	paired	2.575	2.6	1.5	151bp_X10	paired_151bp_X10
BRCA-EU_CGP_donor_1232859_tumor-control	paired	2.57333333333333	2.3	1.1	101bp	paired_101bp
NB-PMC_B087_PMC_1222_relapse01-blood01	paired	2.57166666666667	4.2	2.6	151bp_X10	paired_151bp_X10
NB-PMC_B087_PMC_1221_relapse01-blood01	paired	2.57166666666667	3.7	2.1	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-VC7Z6U_tumor-buffy_coat	paired	2.57166666666667	2.8	1.7	151bp_X10	paired_151bp_X10
EPN-DKFZ_6EP2_tumor-blood	paired	2.57166666666667	2.7	1.6	101bp	paired_101bp
MASTER-DKFZ_H021-7HNCHW_metastasis04-buffy_coat02	paired	2.57166666666667	2.6	1.6	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-VAL68P_tumor-buffy_coat02	paired	2.57	2.8	1.7	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-2RTMCP_tumor-buffy_coat	paired	2.57	2.5	1.2	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-M9GXSS_metastasis02-buffy_coat02	paired	2.56833333333333	3.4	1.9	151bp_X10	paired_151bp_X10
NB-DKFZ_XI003_26097_relapse-control	paired	2.56833333333333	2.8	1.6	151bp_X10	paired_151bp_X10
LUSC-US_TCGA-43-5670_tumor-control	paired	2.56666666666667	3.1	1.6	101bp	paired_101bp
MMML-DKFZ_4130003_tumor-control	paired	2.56666666666667	2.5	1.4	101bp	paired_101bp
BLCA-US_TCGA-DK-A1A5_tumor-control	paired	2.56666666666667	2.2	1.3	101bp	paired_101bp
PDAC-DKFZ_K20K-L4TZ61_tumor1-blood1	paired	2.565	2.9	1.6	151bp_X10	paired_151bp_X10
LIRI-JP_RK202_tumor-control	paired	2.565	2.6	1.7	101bp	paired_101bp
PACA-CA_PCSI_0231_tumor-control	paired	2.565	2.1	1	101bp	paired_101bp
MASTER-DKFZ_H021-D9JYMG_metastasis02-buffy_coat02	paired	2.56333333333333	3	1.6	151bp_X10	paired_151bp_X10
PRAD-UK_0091_CRUK_PC_0091_tumor-control	paired	2.56333333333333	2.1	1.1	101bp	paired_101bp
MMML-DKFZ_4101392_tumor-control	paired	2.56166666666667	4.1	2.8	151bp_X10	paired_151bp_X10
PRAD-CA_CPCG0368_tumor-control	paired	2.56166666666667	2.2	1.4	101bp	paired_101bp
MMML-DKFZ_4134005_tumor-control	paired	2.56166666666667	2.1	1.3	101bp	paired_101bp
MASTER-DKFZ_H021-73KTSJ_tumor02-buffy_coat02	paired	2.56	2.7	1.7	151bp_X10	paired_151bp_X10
KIRP-US_TCGA-MH-A55Z_tumor-control	paired	2.56	2.2	1.2	101bp	paired_101bp
LIRI-JP_RK120_tumor-control	paired	2.55833333333333	2.7	1.6	101bp	paired_101bp
AML-DKTK_XD001_P002_tumor01-control	paired	2.55666666666667	2.9	2	151bp_X10	paired_151bp_X10
RECA-EU_C0080_tumor-control	paired	2.55666666666667	2.8	1.8	101bp	paired_101bp
MASTER-DKFZ_H021-XFKKVM_tumor03-buffy_coat	paired	2.55666666666667	2.3	1	151bp_X10	paired_151bp_X10
NB-DKFZ_XI003_21809_tumor-control	paired	2.555	2.7	1.6	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-W9K65Y_metastasis-blood	paired	2.555	2.6	1.6	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-1S82CX_tumor04-buffy_coat	paired	2.555	2.5	0.95703125	151bp_X10	paired_151bp_X10
SKCM-US_TCGA-ER-A19T_tumor-control	paired	2.555	2.3	0.97265625	101bp	paired_101bp
PACA-CA_PCSI_0468_tumor-control	paired	2.555	2.2	1.2	101bp	paired_101bp
MYELOMA-DKFZ_K08K-3A3EG9_tumor1-control1	paired	2.55333333333333	3.9	2.5	151bp_X10	paired_151bp_X10
CMDI-UK_CGP_donor_1500979_1_tumor-control	paired	2.55333333333333	3.3	2.1	101bp	paired_101bp
LIRI-JP_RK055_tumor-control	paired	2.55333333333333	2.5	1.5	101bp	paired_101bp
PACA-CA_PCSI_0404_tumor-control	paired	2.55166666666667	2.2	1.5	101bp	paired_101bp
PACA-AU_ICGC_0037_tumor-control	paired	2.55	2.3	1.3	101bp	paired_101bp
ESAD-UK_OCCAMS-RS-014_tumor-control	paired	2.54833333333333	2.8	1.9	101bp	paired_101bp
LIRI-JP_RK175_tumor-control	paired	2.54833333333333	2.7	1.6	101bp	paired_101bp
MMML-DKFZ_4121361_tumor-control	paired	2.54833333333333	2.1	1.3	101bp	paired_101bp
COAD-US_TCGA-NH-A50T_tumor-control	paired	2.54666666666667	2.5	1.3	101bp	paired_101bp
PAEN-AU_NE-0012_tumor-control	paired	2.54666666666667	2.2	1.5	101bp	paired_101bp
MASTER-DKFZ_H021-31Y761_tumor03-buffy_coat02	paired	2.545	3	1.6	151bp_X10	paired_151bp_X10
BRCA-EU_CGP_donor_1475201_tumor-control	paired	2.545	2.9	1.8	101bp	paired_101bp
MASTER-DKFZ_H021-W77W46_metastasis08-blood	paired	2.545	2.7	1.7	151bp_X10	paired_151bp_X10
SYSGLIO-DKFZ_H043-PYL6FY_tumor-blood	paired	2.54333333333333	3.8	2.3	151bp_X10	paired_151bp_X10
LUSC-US_TCGA-18-4721_tumor-control	paired	2.54333333333333	3	1.7	101bp	paired_101bp
PRAD-CA_CPCG0238_tumor-control	paired	2.54333333333333	2.7	1.8	101bp	paired_101bp
AML-DKTK_XD001_P108_tumor01-control	paired	2.54333333333333	2.6	1.7	151bp_X10	paired_151bp_X10
THCA-US_TCGA-DJ-A2Q1_tumor-control	paired	2.54166666666667	4.2	2.5	101bp	paired_101bp
MNG-DKFZ_A033-23PD6G_tumor-blood	paired	2.54166666666667	2.9	1.3	151bp_X10	paired_151bp_X10
STAD-US_TCGA-HU-A4H0_tumor-control	paired	2.54	3.4	2	101bp	paired_101bp
NB-PMC_B087_PMC_553_relapse01-blood01	paired	2.53833333333333	3.4	2.1	151bp_X10	paired_151bp_X10
LIRI-JP_RK019_tumor-control	paired	2.53833333333333	3.1	1.8	101bp	paired_101bp
MMML-DKFZ_4112512_tumor-control	paired	2.53833333333333	2	1.5	101bp	paired_101bp
SYSGLIO-DKFZ_H043-X33N8G_tumor02-blood	paired	2.53666666666667	3.1	2.2	151bp_X10	paired_151bp_X10
CESC-US_TCGA-EK-A2RM_tumor-control	paired	2.535	2.8	1.5	101bp	paired_101bp
PRAD-CA_CPCG0331_tumor-control	paired	2.535	2.7	1.8	101bp	paired_101bp
MMML-DKFZ_4135099_tumor-control	paired	2.535	2.2	1.2	101bp	paired_101bp
PACA-AU_ICGC_0230_tumor-control	paired	2.535	2.2	1.3	101bp	paired_101bp
RMM-DKFZ_H067-RAJMPH_tumor-control03	paired	2.53333333333333	3.8	2.4	151bp_X10	paired_151bp_X10
MNG-DKFZ_A033-PYRNBY_tumor-blood	paired	2.53333333333333	2.9	1.5	151bp_X10	paired_151bp_X10
PRAD-UK_0006_CRUK_PC_0006_2_tumor-control	paired	2.53333333333333	2.1	1.4	101bp	paired_101bp
LUAD-US_TCGA-50-6597_tumor-control	paired	2.53166666666667	3.2	1.3	101bp	paired_101bp
NB-DKFZ_K09R-V28ABD_tumor1-blood1	paired	2.53166666666667	3.1	1.8	151bp_X10	paired_151bp_X10
MASTER-DKFZ_H021-HUUUD2_metastasis02-buffy_coat02	paired	2.53166666666667	2.4	1.4	151bp_X10	paired_151bp_X10
BRCA-US_TCGA-BH-A18U_tumor-control	paired	2.53166666666667	2.3	1.1	101bp	paired_101bp
LGG-US_TCGA-CS-5395_tumor-control	paired	2.53166666666667	2.3	1.3	101bp	paired_101bp
PAEN-AU_NE-0021_tumor-control	paired	2.53166666666667	2.1	1.3	101bp	paired_101bp
LGG-US_TCGA-DU-7009_tumor-control	paired	2.53	2.4	1.5	101bp	paired_101bp
OV-AU_AOCS-093_tumor-control	paired	2.53	2.1	1.2	101bp	paired_101bp
LIRI-JP_RK171_tumor-control	paired	2.52833333333333	3.3	2.3	101bp	paired_101bp
PCNSL-DKFZ_H050-7A6J_tumor-blood	paired	2.52833333333333	3	2	101bp	paired_101bp
PA-DKFZ_ICGC_PA112_tumor-control	paired	2.52833333333333	2.3	1.5	101bp	paired_101bp
ESAD-UK_OCCAMS-ST-029_tumor-control	paired	2.52833333333333	2	1.2	101bp	paired_101bp
BOCA-UK_CGP_donor_1691130_tumor-control	paired	2.52666666666667	2.7	1.6	101bp	paired_101bp
PACA-CA_PCSI_0074_tumor-control	paired	2.52666666666667	2.2	1.4	101bp	paired_101bp
