identifier	minutes	group
c_ICGC_MB229	259.483333333333	01-controls_101bp
c_TCGA-FF-8046	259.483333333333	01-controls_101bp
b_XI010_NCH3786	259.45	03-controls_151bp_X10
c_ICGC_PA144	259.433333333333	01-controls_101bp
t_AOCS-059	259.433333333333	02-tumors_101bp
c_EOPC-021	259.416666666667	01-controls_101bp
t_4178605X	259.4	04-tumors_151bp_X10
c_AOCS-005	259.383333333333	01-controls_101bp
c_CGP_donor_1309162	259.35	01-controls_101bp
c_TCGA-AL-3473	259.35	01-controls_101bp
t_4135099	259.35	02-tumors_101bp
c_HX36	259.3	01-controls_101bp
c_AOCS-138	259.266666666667	01-controls_101bp
c_ITNET-0020	259.266666666667	01-controls_101bp
t_RK090	259.266666666667	02-tumors_101bp
c_MELA-0048	259.233333333333	01-controls_101bp
t_ICGC_PA42	259.2	02-tumors_101bp
t_B087koeln_17344	259.15	02-tumors_101bp
c_0080_CRUK_PC_0080	259.116666666667	01-controls_101bp
t_CGP_donor_1338650_2	259.116666666667	02-tumors_101bp
c_CPCG0357	259.066666666667	01-controls_101bp
t_TCGA-27-2528	259.066666666667	02-tumors_101bp
c_4108988	259.05	01-controls_101bp
c_OCCAMS-AH-213	259.05	01-controls_101bp
c_TCGA-ER-A19D	259.05	01-controls_101bp
c_TCGA-05-4395	259.016666666667	01-controls_101bp
c_16	259	01-controls_101bp
c_ICGC_MB101	258.916666666667	01-controls_101bp
t_RK128	258.916666666667	02-tumors_101bp
t_CGP_donor_1733897_1	258.9	02-tumors_101bp
t_0065_CRUK_PC_0065	258.866666666667	02-tumors_101bp
t_CGP_donor_1437404	258.85	02-tumors_101bp
t_RK197	258.85	02-tumors_101bp
c_TCGA-B6-A0RT	258.816666666667	01-controls_101bp
c_RK233_2	258.733333333333	01-controls_101bp
t_RK219	258.733333333333	02-tumors_101bp
c_RK225	258.716666666667	01-controls_101bp
c_ICGC_0391	258.7	01-controls_101bp
c_ICGC_GBM48	258.7	01-controls_101bp
c_TCGA-D7-5579	258.683333333333	01-controls_101bp
t_TCGA-06-0744	258.666666666667	02-tumors_101bp
c_MELA-0192	258.65	01-controls_101bp
t_4157186	258.616666666667	02-tumors_101bp
c_TCGA-75-7030	258.6	01-controls_101bp
t_4190316	258.55	02-tumors_101bp
t_ICGC_MB208	258.533333333333	02-tumors_101bp
c_ICGC_PA91	258.466666666667	01-controls_101bp
c_CGP_donor_GC00018	258.45	01-controls_101bp
c_ICGC_0188	258.45	01-controls_101bp
t_4127766	258.4	02-tumors_101bp
c_CGP_donor_1437420	258.366666666667	01-controls_101bp
c_AOCS-063	258.333333333333	01-controls_101bp
c_MELA-0232	258.283333333333	01-controls_101bp
t_TCGA-05-4396	258.266666666667	02-tumors_101bp
c_OCCAMS-AH-135	258.233333333333	01-controls_101bp
t_CGP_donor_GC00005	258.233333333333	02-tumors_101bp
t_CGP_donor_1437424	258.2	02-tumors_101bp
c_AOCS-064	258.166666666667	01-controls_101bp
c_4107990	258.15	01-controls_101bp
c_TCGA-09-2050	258.066666666667	01-controls_101bp
c_TCGA-QG-A5YV	258.066666666667	01-controls_101bp
t_CGP_donor_1405314_1	258.05	02-tumors_101bp
t_RK233_1	258.05	02-tumors_101bp
c_CPCG0236	257.983333333333	01-controls_101bp
t_ICGC_MB188	257.966666666667	02-tumors_101bp
t_CGP_donor_1397262	257.933333333333	02-tumors_101bp
c_TCGA-22-5477	257.866666666667	01-controls_101bp
c_TCGA-FS-A1ZU	257.833333333333	01-controls_101bp
t_CGP_donor_1397084	257.833333333333	02-tumors_101bp
c_MELA-0012	257.816666666667	01-controls_101bp
c_TCGA-AD-A5EJ	257.816666666667	01-controls_101bp
c_CGP_donor_1425260	257.733333333333	01-controls_101bp
t_TCGA-AP-A054	257.733333333333	02-tumors_101bp
c_ITNET-0026	257.65	01-controls_101bp
b_XI006_F16_S8	257.583333333333	03-controls_151bp_X10
c_ICGC_MB115	257.5	01-controls_101bp
t_TCGA-EM-A3AQ	257.5	02-tumors_101bp
t_MELA-0197	257.483333333333	02-tumors_101bp
t_4189998	257.466666666667	02-tumors_101bp
t_AOCS-095	257.316666666667	02-tumors_101bp
t_ICGC_PA147	257.316666666667	02-tumors_101bp
c_NE-0009	257.266666666667	01-controls_101bp
c_AOCS-107	257.183333333333	01-controls_101bp
c_CGP_donor_1503014	257.15	01-controls_101bp
t_RK233_2	257.15	02-tumors_101bp
c_CPCG0371	257.133333333333	01-controls_101bp
c_4193278	257.066666666667	01-controls_101bp
c_XD001_P114	257.05	03-controls_151bp_X10
c_4130194	256.933333333333	01-controls_101bp
c_CGP_donor_1338119_1	256.933333333333	01-controls_101bp
c_ICGC_MB63	256.933333333333	01-controls_101bp
c_XI003_21129	256.933333333333	03-controls_151bp_X10
b_K20K-KT1F3F	256.866666666667	03-controls_151bp_X10
t_CGP_donor_1691216	256.75	02-tumors_101bp
c_TCGA-06-0210	256.716666666667	01-controls_101bp
c_ICGC_MB12	256.7	01-controls_101bp
t_ICGC_GBM5	256.633333333333	02-tumors_101bp
b_XI002_75_13	256.616666666667	03-controls_151bp_X10
c_MBRep_T54	256.6	01-controls_101bp
c_XI041_05	256.6	03-controls_151bp_X10
c_PCSI_0074	256.483333333333	01-controls_101bp
c_EOPC-01	256.466666666667	01-controls_101bp
c_CHC433	256.45	01-controls_101bp
t_ICGC_GBM60	256.4	02-tumors_101bp
t_ICGC_PA8	256.383333333333	02-tumors_101bp
t_CGP_donor_1691138	256.366666666667	02-tumors_101bp
t_CGP_donor_1230785	256.333333333333	02-tumors_101bp
c_TCGA-B6-A0I6	256.316666666667	01-controls_101bp
c_PCSI_0345	256.3	01-controls_101bp
t_TCGA-78-7158	256.3	02-tumors_101bp
c_TCGA-EW-A1P8	256.266666666667	01-controls_101bp
t_TCGA-50-5932	256.25	02-tumors_101bp
t_EOPC-038_1	256.183333333333	02-tumors_101bp
c_PCSI_0476	256.166666666667	01-controls_101bp
c_TCGA-21-1076	256.15	01-controls_101bp
c_ICGC_MB155	256.1	01-controls_101bp
c_ICGC_0313	256.05	01-controls_101bp
c_TCGA-DU-7301	256.05	01-controls_101bp
t_MDT-AP-1200	256	02-tumors_101bp
c_ICGC_GBM16	255.983333333333	01-controls_101bp
t_TCGA-EE-A2GN	255.933333333333	02-tumors_101bp
t_SJMB032	255.916666666667	02-tumors_101bp
c_C0066	255.866666666667	01-controls_101bp
t_4180106	255.866666666667	02-tumors_101bp
t_TCGA-D1-A1NU	255.866666666667	02-tumors_101bp
t_ICGC_MB8	255.766666666667	02-tumors_101bp
t_4197155	255.75	02-tumors_101bp
t_RK309	255.75	02-tumors_101bp
t_ICGC_PA62	255.733333333333	02-tumors_101bp
c_CPCG0205	255.6	01-controls_101bp
t_4147360X	255.6	04-tumors_151bp_X10
c_TCGA-19-2629	255.566666666667	01-controls_101bp
c_OCCAMS-SH-038	255.483333333333	01-controls_101bp
t_PCSI_0354	255.483333333333	02-tumors_101bp
t_ICGC_MB16	255.45	02-tumors_101bp
t_ICGC_MB125	255.416666666667	02-tumors_101bp
b_XI006_F16_S2	255.416666666667	03-controls_151bp_X10
b_XI006_F13_S6	255.4	03-controls_151bp_X10
c_XI003_20273	255.4	03-controls_151bp_X10
t_ICGC_MB106	255.383333333333	02-tumors_101bp
t_TCGA-A6-2683	255.383333333333	02-tumors_101bp
c_ICGC_PA43	255.316666666667	01-controls_101bp
t_TCGA-AA-3956	255.283333333333	02-tumors_101bp
t_CGP_donor_1606179	255.266666666667	02-tumors_101bp
t_TCGA-CR-7404	255.266666666667	02-tumors_101bp
c_ICGC_0500	255.216666666667	01-controls_101bp
c_ICGC_MB39	255.2	01-controls_101bp
c_CGP_donor_GC00015	255.183333333333	01-controls_101bp
c_TCGA-AC-A2BK	255.183333333333	01-controls_101bp
t_H050-UWUJ	255.15	02-tumors_101bp
t_TCGA-19-2620	255.15	02-tumors_101bp
t_TCGA-AA-3685	255.05	02-tumors_101bp
c_CPCG0233	255.016666666667	01-controls_101bp
t_4148771	255	02-tumors_101bp
c_CGP_donor_GC00006	254.983333333333	01-controls_101bp
t_B087koeln_21788	254.983333333333	02-tumors_101bp
t_CGP_donor_1691210	254.966666666667	02-tumors_101bp
c_MELA-0197	254.9	01-controls_101bp
t_CGP_donor_1333048	254.883333333333	02-tumors_101bp
c_4184094	254.833333333333	01-controls_101bp
t_4169139	254.816666666667	02-tumors_101bp
c_4189998	254.8	01-controls_101bp
c_TCGA-55-6984	254.766666666667	01-controls_101bp
t_MELA-0196	254.733333333333	02-tumors_101bp
t_TCGA-78-7146	254.733333333333	02-tumors_101bp
c_B087koeln_17344	254.7	01-controls_101bp
t_TCGA-BS-A0V8	254.7	02-tumors_101bp
c_XI003_20391	254.683333333333	03-controls_151bp_X10
c_B087koeln_20920	254.666666666667	01-controls_101bp
t_TCGA-CR-6472	254.666666666667	02-tumors_101bp
t_TCGA-DU-7009	254.666666666667	02-tumors_101bp
c_TCGA-KM-8441	254.65	01-controls_101bp
c_ICGC_PA165	254.633333333333	01-controls_101bp
c_TCGA-L6-A4ET	254.616666666667	01-controls_101bp
c_ICGC_MB142	254.583333333333	01-controls_101bp
c_TCGA-19-2620	254.55	01-controls_101bp
c_TCGA-EE-A2MI	254.55	01-controls_101bp
t_MELA-0192	254.55	02-tumors_101bp
c_TCGA-AB-3002	254.516666666667	01-controls_101bp
c_AOCS-081	254.5	01-controls_101bp
t_4148537	254.416666666667	02-tumors_101bp
t_CGP_donor_1405314_2	254.4	02-tumors_101bp
t_CGP_donor_1635843	254.366666666667	02-tumors_101bp
t_AOCS-167	254.333333333333	02-tumors_101bp
c_CPCG0203	254.283333333333	01-controls_101bp
c_ICGC_0501	254.25	01-controls_101bp
t_B087koeln_23229	254.133333333333	02-tumors_101bp
c_ICGC_MB106	254.116666666667	01-controls_101bp
c_MELA-0170	254.116666666667	01-controls_101bp
t_EOPC-026	254.1	02-tumors_101bp
b_XI006_F15_S1	254.1	03-controls_151bp_X10
c_CGP_donor_1114929	254.083333333333	01-controls_101bp
t_4113825	254.083333333333	02-tumors_101bp
t_EOPC-025	254.083333333333	02-tumors_101bp
c_TCGA-75-5147	254.05	01-controls_101bp
t_TCGA-55-7281	254.033333333333	02-tumors_101bp
c_EOPC-034_2	254	01-controls_101bp
t_EOPC-028_2	253.966666666667	02-tumors_101bp
c_C0058	253.95	01-controls_101bp
c_MELA-0061	253.95	01-controls_101bp
c_ICGC_MB247	253.883333333333	01-controls_101bp
t_4123945	253.883333333333	02-tumors_101bp
c_MELA-0015	253.866666666667	01-controls_101bp
c_XI003_17777	253.85	03-controls_151bp_X10
c_CGP_donor_1733897_2	253.833333333333	01-controls_101bp
m_H032-8UZO	253.833333333333	02-tumors_101bp
t_CGP_donor_1338119_2	253.833333333333	02-tumors_101bp
c_ICGC_0498	253.816666666667	01-controls_101bp
t_RK093	253.816666666667	02-tumors_101bp
c_MELA-0066	253.8	01-controls_101bp
c_ICGC_MB256	253.766666666667	01-controls_101bp
t_CGP_donor_1691209	253.75	02-tumors_101bp
t_CGP_donor_1230722	253.683333333333	02-tumors_101bp
t_CGP_donor_1691121	253.683333333333	02-tumors_101bp
c_CPCG0251	253.666666666667	01-controls_101bp
c_TCGA-CS-5395	253.65	01-controls_101bp
t_ICGC_MB249	253.633333333333	02-tumors_101bp
t_TCGA-02-2483	253.633333333333	02-tumors_101bp
c_ICGC_MB110	253.5	01-controls_101bp
c_4100636	253.483333333333	01-controls_101bp
c_CPCG0387	253.466666666667	01-controls_101bp
c_ICGC_PA142	253.466666666667	01-controls_101bp
c_ICGC_0395	253.433333333333	01-controls_101bp
c_4	253.416666666667	01-controls_101bp
t_H049-ZB97	253.416666666667	02-tumors_101bp
t_RK159	253.416666666667	02-tumors_101bp
t_4167925X	253.4	04-tumors_151bp_X10
c_4167381	253.383333333333	01-controls_101bp
c_B087koeln_21368	253.35	01-controls_101bp
c_TCGA-EE-A185	253.333333333333	01-controls_101bp
t_CGP_donor_1635862	253.316666666667	02-tumors_101bp
t_MELA-0193	253.283333333333	02-tumors_101bp
c_4167452X	253.266666666667	03-controls_151bp_X10
c_4126473	253.25	01-controls_101bp
t_CGP_donor_1600818_2	253.216666666667	02-tumors_101bp
c_TCGA-DJ-A1QL	253.116666666667	01-controls_101bp
c_XI003_14359	253.116666666667	03-controls_151bp_X10
c_CGP_donor_1691149	253.083333333333	01-controls_101bp
c_C0038	252.983333333333	01-controls_101bp
t_B087koeln_23122	252.95	02-tumors_101bp
t_CGP_donor_1691149	252.916666666667	02-tumors_101bp
b_K20K-JGMZ49	252.916666666667	03-controls_151bp_X10
t_RK110	252.866666666667	02-tumors_101bp
c_CGP_donor_1337231	252.85	01-controls_101bp
c_TCGA-27-2528	252.833333333333	01-controls_101bp
c_ICGC_MB94	252.783333333333	01-controls_101bp
t_TCGA-AB-2985	252.766666666667	02-tumors_101bp
t_TCGA-CV-7100	252.7	02-tumors_101bp
c_MELA-0193	252.666666666667	01-controls_101bp
c_MDT-AP-3156	252.633333333333	01-controls_101bp
c_RK233_1	252.633333333333	01-controls_101bp
t_CGP_donor_GC00015	252.616666666667	02-tumors_101bp
c_ICGC_MB242	252.6	01-controls_101bp
c_ICGC_0207	252.583333333333	01-controls_101bp
t_4160100	252.533333333333	02-tumors_101bp
t_RK303	252.516666666667	02-tumors_101bp
b_H050-D8YC	252.5	01-controls_101bp
t_TCGA-AG-4008	252.5	02-tumors_101bp
t_TCGA-55-6972	252.483333333333	02-tumors_101bp
c_CPCG0375	252.466666666667	01-controls_101bp
c_TCGA-AO-A0JM	252.466666666667	01-controls_101bp
c_TCGA-D7-A4YX	252.433333333333	01-controls_101bp
t_CGP_donor_1114929	252.433333333333	02-tumors_101bp
c_ICGC_0192	252.416666666667	01-controls_101bp
t_ICGC_MB57	252.416666666667	02-tumors_101bp
c_ICGC_PA157	252.35	01-controls_101bp
c_ICGC_MB49	252.3	01-controls_101bp
c_TCGA-CG-4443	252.3	01-controls_101bp
c_MELA-0160	252.266666666667	01-controls_101bp
t_134	252.233333333333	02-tumors_101bp
t_CGP_donor_1600815_2	252.233333333333	02-tumors_101bp
t_EOPC-024	252.216666666667	02-tumors_101bp
t_RK326	252.2	02-tumors_101bp
c_TCGA-14-2554	252.15	01-controls_101bp
t_ICGC_MB110	252.15	02-tumors_101bp
b_H049-PF1J	252.133333333333	01-controls_101bp
c_TCGA-AB-3007	252.1	01-controls_101bp
c_AOCS-077	252.083333333333	01-controls_101bp
c_AOCS-165	252.083333333333	01-controls_101bp
t_ICGC_0054	251.983333333333	02-tumors_101bp
c_ICGC_MB194	251.883333333333	01-controls_101bp
t_CGP_donor_1472395	251.883333333333	02-tumors_101bp
t_4102009	251.816666666667	02-tumors_101bp
t_RK068	251.816666666667	02-tumors_101bp
c_CPCG0360	251.8	01-controls_101bp
c_OSCC-GB_012201	251.8	01-controls_101bp
c_TCGA-22-5485	251.8	01-controls_101bp
c_ITNET-0673	251.783333333333	01-controls_101bp
t_RK023	251.733333333333	02-tumors_101bp
t_ICGC_PA41	251.716666666667	02-tumors_101bp
c_ICGC_0419	251.683333333333	01-controls_101bp
b_A050-FXXS	251.633333333333	03-controls_151bp_X10
c_CGP_donor_1338055_1	251.583333333333	01-controls_101bp
c_MELA-0043	251.516666666667	01-controls_101bp
c_CPCG0339	251.5	01-controls_101bp
t_CGP_donor_1691205	251.5	02-tumors_101bp
m_H032-D4PV	251.466666666667	02-tumors_101bp
c_ICGC_MB18	251.433333333333	01-controls_101bp
t_CGP_donor_1364444_2	251.383333333333	02-tumors_101bp
t_RK232	251.366666666667	02-tumors_101bp
t_6EP18	251.3	02-tumors_101bp
t_H032-D4PV	251.3	02-tumors_101bp
t_4108627	251.25	02-tumors_101bp
t_RK235	251.25	02-tumors_101bp
t_CGP_donor_1691211	251.183333333333	02-tumors_101bp
t_4152036X	251.166666666667	04-tumors_151bp_X10
c_TCGA-AP-A052	251.116666666667	01-controls_101bp
t_EOPC-034_5	251.05	02-tumors_101bp
c_C0076	251.033333333333	01-controls_101bp
t_CGP_donor_1437420	251.033333333333	02-tumors_101bp
t_RK073	251.033333333333	02-tumors_101bp
t_TCGA-A2-A0D0	251.016666666667	02-tumors_101bp
c_OCCAMS-SH-071	250.983333333333	01-controls_101bp
c_TCGA-27-2523	250.983333333333	01-controls_101bp
t_TCGA-14-0786	250.933333333333	02-tumors_101bp
t_ICGC_MB181	250.85	02-tumors_101bp
c_ICGC_MB108	250.833333333333	01-controls_101bp
c_TCGA-19-5960	250.833333333333	01-controls_101bp
t_TCGA-AB-2980	250.833333333333	02-tumors_101bp
t_RK210	250.816666666667	02-tumors_101bp
c_MELA-0161	250.733333333333	01-controls_101bp
c_CGP_donor_1503143	250.716666666667	01-controls_101bp
c_ICGC_0296	250.716666666667	01-controls_101bp
t_CGP_donor_1691206	250.716666666667	02-tumors_101bp
c_OCCAMS-AH-155	250.7	01-controls_101bp
c_CGP_donor_1347813	250.666666666667	01-controls_101bp
c_ITNET-0809	250.666666666667	01-controls_101bp
c_MELA-0003	250.65	01-controls_101bp
t_TCGA-B6-A0RE	250.65	02-tumors_101bp
t_B087koeln_20507	250.616666666667	02-tumors_101bp
t_ICGC_MB175	250.616666666667	02-tumors_101bp
c_OCCAMS-SH-020	250.6	01-controls_101bp
c_0006_CRUK_PC_0006	250.55	01-controls_101bp
t_ICGC_MB18	250.55	02-tumors_101bp
c_PCSI_0297	250.516666666667	01-controls_101bp
t_CGP_donor_1503014	250.516666666667	02-tumors_101bp
t_EOPC-022	250.516666666667	02-tumors_101bp
c_B087wgs_25012	250.5	01-controls_101bp
c_ICGC_MB38	250.5	01-controls_101bp
t_RK265	250.5	02-tumors_101bp
c_AOCS-096	250.483333333333	01-controls_101bp
c_TCGA-A8-A092	250.433333333333	01-controls_101bp
t_RK066	250.433333333333	02-tumors_101bp
c_ICGC_0304	250.366666666667	01-controls_101bp
c_TCGA-05-4396	250.366666666667	01-controls_101bp
t_PCSI_0024	250.366666666667	02-tumors_101bp
b_H049-GWNW	250.283333333333	01-controls_101bp
c_TCGA-14-1823	250.283333333333	01-controls_101bp
t_TCGA-BJ-A191	250.283333333333	02-tumors_101bp
t_CGP_donor_1338695_1	250.2	02-tumors_101bp
c_TCGA-KL-8328	250.15	01-controls_101bp
t_CGP_donor_1691215	250.15	02-tumors_101bp
c_CGP_donor_1437404	250.116666666667	01-controls_101bp
t_4172511	250.1	02-tumors_101bp
t_122	250.05	02-tumors_101bp
t_CGP_donor_1500979_2	250.05	02-tumors_101bp
c_CGP_donor_1337223	250	01-controls_101bp
t_RK167	249.983333333333	02-tumors_101bp
c_RK317	249.916666666667	01-controls_101bp
c_ICGC_PA73	249.9	01-controls_101bp
c_MDT-AP-2510	249.85	01-controls_101bp
b_H050-JVA9	249.833333333333	01-controls_101bp
c_OCCAMS-AH-048	249.816666666667	01-controls_101bp
c_TCGA-AA-A01V	249.816666666667	01-controls_101bp
t_RK006_2	249.816666666667	02-tumors_101bp
m_H032-Y0L3	249.8	02-tumors_101bp
c_4105782X	249.783333333333	03-controls_151bp_X10
t_4163741	249.716666666667	02-tumors_101bp
t_EOPC-034_2	249.716666666667	02-tumors_101bp
c_PCSI_0353	249.7	01-controls_101bp
t_ICGC_PA25	249.683333333333	02-tumors_101bp
t_TCGA-A8-A09X	249.616666666667	02-tumors_101bp
t_TCGA-A8-A09X	249.616666666667	04-tumors_151bp_X10
c_AOCS-105	249.566666666667	01-controls_101bp
c_TCGA-DA-A3F5	249.566666666667	01-controls_101bp
t_RK047	249.55	02-tumors_101bp
t_CGP_donor_1333047	249.533333333333	02-tumors_101bp
t_CGP_donor_1337223	249.516666666667	02-tumors_101bp
c_EOPC-048	249.5	01-controls_101bp
t_EOPC-018	249.5	02-tumors_101bp
c_ICGC_PNET01	249.483333333333	01-controls_101bp
t_OSCC-GB_012301	249.466666666667	02-tumors_101bp
c_CGP_donor_1364028	249.45	01-controls_101bp
c_ITNET-0700	249.433333333333	01-controls_101bp
b_XI006_F8_S2	249.416666666667	03-controls_151bp_X10
c_4131738	249.4	01-controls_101bp
c_AOCS-061	249.316666666667	01-controls_101bp
t_MELA-0183	249.3	02-tumors_101bp
c_TCGA-EK-A2PK	249.283333333333	01-controls_101bp
c_TCGA-KN-8419	249.266666666667	01-controls_101bp
t_H050-SECM	249.25	02-tumors_101bp
c_CGP_donor_1397263	249.233333333333	01-controls_101bp
t_ICGC_MB78	249.233333333333	02-tumors_101bp
t_C0028	249.216666666667	02-tumors_101bp
t_TCGA-19-5960	249.166666666667	02-tumors_101bp
t_H049-GWNW	249.15	02-tumors_101bp
b_XI049_NCH2053	249.15	03-controls_151bp_X10
c_PCSI_0492	249.1	01-controls_101bp
c_TCGA-ES-A2HS	249.083333333333	01-controls_101bp
c_CGP_donor_GC00013	248.933333333333	01-controls_101bp
t_CGP_donor_1397082	248.916666666667	02-tumors_101bp
t_ICGC_MB94	248.85	02-tumors_101bp
c_CGP_donor_1500978_2	248.816666666667	01-controls_101bp
c_TCGA-C8-A12L	248.816666666667	01-controls_101bp
c_ICGC_PA148	248.783333333333	01-controls_101bp
c_NE-0012	248.783333333333	01-controls_101bp
c_TCGA-CV-5973	248.733333333333	01-controls_101bp
t_RK150	248.683333333333	02-tumors_101bp
c_BTCA_donor_Y008	248.666666666667	01-controls_101bp
c_ICGC_0140	248.666666666667	01-controls_101bp
t_TCGA-FS-A1ZK	248.666666666667	02-tumors_101bp
t_CGP_donor_1500978_1	248.616666666667	02-tumors_101bp
c_TCGA-AB-3000	248.583333333333	01-controls_101bp
t_CGP_donor_1437407	248.583333333333	02-tumors_101bp
c_TCGA-26-5135	248.566666666667	01-controls_101bp
c_4142761	248.533333333333	01-controls_101bp
c_TCGA-HC-7744	248.483333333333	01-controls_101bp
t_AOCS-166	248.483333333333	02-tumors_101bp
c_AOCS-058	248.433333333333	01-controls_101bp
c_TCGA-AY-A54L	248.383333333333	01-controls_101bp
t_ICGC_GBM54	248.383333333333	02-tumors_101bp
c_ICGC_MB163	248.35	01-controls_101bp
c_CGP_donor_1841267	248.316666666667	01-controls_101bp
c_ICGC_MB307	248.316666666667	01-controls_101bp
c_B087wgs_24719	248.266666666667	01-controls_101bp
c_EOPC-035_3	248.266666666667	01-controls_101bp
c_ICGC_0443	248.216666666667	01-controls_101bp
c_CGP_donor_1500976	248.183333333333	01-controls_101bp
t_TCGA-HB-A5W3	248.15	02-tumors_101bp
c_CPCG0378	248.116666666667	01-controls_101bp
t_RK147	248.116666666667	02-tumors_101bp
b_XI006_F12_S1	248.083333333333	03-controls_151bp_X10
c_CGP_donor_1069291	248.066666666667	01-controls_101bp
c_4104893	248.033333333333	01-controls_101bp
t_294	248.033333333333	02-tumors_101bp
t_TCGA-D7-6815	248.033333333333	02-tumors_101bp
c_CGP_donor_1230729	248.016666666667	01-controls_101bp
c_EOPC-027_1	248.016666666667	01-controls_101bp
c_MELA-0002	247.95	01-controls_101bp
c_CGP_donor_1405314_2	247.866666666667	01-controls_101bp
c_XI003_21533	247.866666666667	03-controls_151bp_X10
c_4171586X	247.866666666667	03-controls_151bp_X10
t_CGP_donor_1338056_1	247.8	02-tumors_101bp
t_CGP_donor_1338695_2	247.8	02-tumors_101bp
t_H032-VPVQ	247.75	02-tumors_101bp
c_TCGA-68-8250	247.733333333333	01-controls_101bp
c_TCGA-AP-A0L9	247.716666666667	01-controls_101bp
c_ICGC_MB214	247.7	01-controls_101bp
c_OCCAMS-AH-047	247.666666666667	01-controls_101bp
c_CPCG0154	247.55	01-controls_101bp
t_TCGA-FS-A1ZP	247.55	02-tumors_101bp
c_CGP_donor_1500979_2	247.5	01-controls_101bp
c_MELA-0037	247.5	01-controls_101bp
c_OCCAMS-WG-002	247.483333333333	01-controls_101bp
c_TCGA-GM-A3XL	247.483333333333	01-controls_101bp
t_AOCS-057	247.483333333333	02-tumors_101bp
c_AOCS-108	247.466666666667	01-controls_101bp
t_CGP_donor_1733896_1	247.466666666667	02-tumors_101bp
c_TCGA-BA-6869	247.433333333333	01-controls_101bp
t_CGP_donor_GC00031	247.416666666667	02-tumors_101bp
t_ICGC_MB230	247.416666666667	02-tumors_101bp
c_CPCG0368	247.4	01-controls_101bp
t_AOCS-165	247.4	02-tumors_101bp
t_ITNET-0100	247.383333333333	02-tumors_101bp
t_4148261	247.366666666667	02-tumors_101bp
t_RK157	247.366666666667	02-tumors_101bp
c_4131095	247.3	01-controls_101bp
b_XI006_F14_S1	247.3	03-controls_151bp_X10
b_XI006_F15_S4	247.3	03-controls_151bp_X10
c_CGP_donor_1500978_1	247.283333333333	01-controls_101bp
c_TCGA-CN-6994	247.266666666667	01-controls_101bp
t_TCGA-06-0686	247.2	02-tumors_101bp
t_MELA-0037	247.166666666667	02-tumors_101bp
t_4158726	247.15	02-tumors_101bp
t_CGP_donor_1337241	247.133333333333	02-tumors_101bp
c_ICGC_GBM6	247.066666666667	01-controls_101bp
t_ICGC_PA59	247.066666666667	02-tumors_101bp
c_MELA-0069	247.05	01-controls_101bp
c_4133075	247	01-controls_101bp
c_B087koeln_17612	246.95	01-controls_101bp
t_CGP_donor_1691130	246.95	02-tumors_101bp
t_ICGC_MB124	246.933333333333	02-tumors_101bp
t_TCGA-05-4420	246.933333333333	02-tumors_101bp
c_H032-Y0L3	246.916666666667	01-controls_101bp
t_TCGA-AB-2978	246.9	02-tumors_101bp
t_ICGC_MB294	246.883333333333	02-tumors_101bp
t_ICGC_MB99	246.833333333333	02-tumors_101bp
t_MELA-0202	246.833333333333	02-tumors_101bp
t_RK041	246.8	02-tumors_101bp
c_TCGA-KN-8422	246.783333333333	01-controls_101bp
b_XI002_75_2	246.75	03-controls_151bp_X10
c_TCGA-DB-5278	246.733333333333	01-controls_101bp
c_H032-VPVQ	246.7	01-controls_101bp
t_4194891	246.7	02-tumors_101bp
c_B087koeln_20807	246.683333333333	01-controls_101bp
c_TCGA-MH-A560	246.683333333333	01-controls_101bp
c_PCSI_0352_2	246.666666666667	01-controls_101bp
c_TCGA-FF-8042	246.666666666667	01-controls_101bp
t_EOPC-034_6	246.666666666667	02-tumors_101bp
t_ICGC_GBM6	246.65	02-tumors_101bp
t_ICGC_GBM9	246.6	02-tumors_101bp
c_CGP_donor_1654385	246.583333333333	01-controls_101bp
t_CGP_donor_1424143	246.583333333333	02-tumors_101bp
t_TCGA-CR-6470	246.583333333333	02-tumors_101bp
t_MELA-0203	246.566666666667	02-tumors_101bp
c_TCGA-AN-A04D	246.55	01-controls_101bp
t_HX5	246.55	02-tumors_101bp
c_CGP_donor_1338055	246.533333333333	01-controls_101bp
c_4124542	246.516666666667	01-controls_101bp
c_ICGC_0115	246.5	01-controls_101bp
c_MELA-0180	246.466666666667	01-controls_101bp
t_ICGC_MB121	246.366666666667	02-tumors_101bp
b_XI049_9EP7	246.333333333333	03-controls_151bp_X10
c_NE-0010	246.316666666667	01-controls_101bp
t_PCSI_0355	246.316666666667	02-tumors_101bp
t_CGP_donor_1338575_1	246.283333333333	02-tumors_101bp
c_CGP_donor_1114930	246.233333333333	01-controls_101bp
c_CPCG0191	246.233333333333	01-controls_101bp
c_B087wgs_3664	246.216666666667	01-controls_101bp
t_CGP_donor_GC00017	246.2	02-tumors_101bp
c_TCGA-CQ-6228	246.133333333333	01-controls_101bp
t_ICGC_PA33	246.133333333333	02-tumors_101bp
c_CPCG0365	246.116666666667	01-controls_101bp
t_TCGA-EE-A3J5	246.1	02-tumors_101bp
c_ICGC_MB128	246.083333333333	01-controls_101bp
c_ICGC_MB177	246.05	01-controls_101bp
c_XI041_07	246.05	03-controls_151bp_X10
t_SJMB013	246.033333333333	02-tumors_101bp
c_564	246	01-controls_101bp
t_RK082	245.966666666667	02-tumors_101bp
